from,to,score
AT4G17880,AT1G78510,0.064789
AT1G06070,AT3G50380,0.064735
AT1G68920,AT1G69340,0.064733
AT1G31050,AT5G65920,0.064719
AT4G36730,AT4G25690,0.064717
AT4G36730,AT1G28960,0.064684
AT4G17880,AT5G11260,0.064681
AT1G68640,AT1G69460,0.064671
AT4G38900,AT5G43810,0.064665
AT5G11260,AT4G25280,0.064656
AT5G46760,AT5G25100,0.064641
AT3G10800,AT1G16710,0.064627
AT4G00050,AT3G47160,0.064624
AT1G68920,AT5G62390,0.064588
AT4G36730,AT2G43330,0.06458
AT2G46810,AT3G02468,0.06457
AT3G10800,AT5G18190,0.064561
AT5G61270,AT4G09500,0.064554
AT2G41070,AT1G07985,0.06454
AT1G68640,AT1G23750,0.064537
AT2G43060,AT4G28720,0.064516
AT5G11260,AT5G58760,0.064501
AT2G31280,AT1G69450,0.064461
AT5G46760,AT1G20110,0.064449
AT5G38860,AT4G16000,0.064389
AT5G54680,AT4G08980,0.06436
AT4G34000,AT3G09600,0.064356
AT3G23210,AT4G26940,0.064353
AT2G40950,AT3G53402,0.064351
AT1G43700,AT4G13770,0.064351
AT2G21230,AT2G18090,0.064346
AT1G43700,AT4G17730,0.064345
AT2G46270,AT4G29540,0.064326
AT1G68920,AT2G39260,0.064325
AT3G17100,AT1G19580,0.064293
AT5G46760,AT1G69450,0.06428
AT5G28770,AT5G03285,0.064276
AT1G45249,AT3G16910,0.064273
AT4G34000,AT1G10522,0.064266
AT3G47640,AT1G76570,0.064265
AT1G68920,AT4G38900,0.064242
AT1G68920,AT3G07030,0.064236
AT1G12860,AT4G18950,0.064231
AT5G54680,AT1G71080,0.064219
AT3G10800,AT3G27020,0.064185
AT3G56850,AT4G17940,0.064172
AT4G14410,AT1G12800,0.064168
AT4G16430,AT5G08080,0.064162
AT1G06070,AT1G79350,0.064149
AT3G26744,AT1G77800,0.064144
AT5G54680,AT4G12680,0.06414
AT4G34000,AT5G64940,0.064137
AT3G17100,AT2G29020,0.064124
AT1G68920,AT4G25520,0.064119
AT1G01260,AT1G78700,0.064118
AT5G15830,AT1G14290,0.06411
AT4G36540,AT1G67360,0.064073
AT1G68920,AT3G52100,0.064057
AT1G68920,AT3G49500,0.064054
AT1G13600,AT3G02380,0.064023
AT5G06960,AT5G63790,0.063979
AT3G10800,AT4G02640,0.063968
AT3G17100,AT1G74090,0.063936
AT5G39860,AT2G42380,0.063909
AT1G10610,AT3G11450,0.063907
AT3G56850,AT1G05600,0.063898
AT3G59060,AT3G56940,0.063887
AT3G54620,AT1G09490,0.063874
AT5G49450,AT3G12250,0.063869
AT1G19490,AT3G16050,0.063851
AT5G28770,AT3G22370,0.063848
AT1G63650,AT1G16300,0.06383
AT5G28770,AT4G14500,0.063818
AT1G06850,AT5G44080,0.063816
AT1G06070,AT3G04240,0.063815
AT3G56850,AT3G12570,0.063795
AT3G54620,AT5G09440,0.063786
AT3G56850,AT4G00840,0.063727
AT4G36540,AT5G58760,0.063727
AT4G38900,AT3G57570,0.063702
AT4G14410,AT1G75460,0.063701
AT2G31370,AT3G11330,0.063699
AT3G54620,AT5G27420,0.063697
AT5G24800,AT1G19396,0.063674
AT1G13600,AT5G58600,0.063671
AT3G56850,AT2G34770,0.063666
AT1G13600,AT3G09600,0.063665
AT5G46760,AT3G50380,0.063649
AT4G02640,AT1G76380,0.063638
AT3G57800,AT3G22370,0.063621
AT3G56850,AT4G36050,0.063617
AT1G06070,AT5G44800,0.063566
AT5G28770,AT2G46170,0.063556
AT4G36540,AT1G19490,0.063541
AT5G46760,AT1G68920,0.063519
AT1G43700,AT3G17100,0.063481
AT5G28770,AT3G18215,0.063468
AT3G56850,AT5G61530,0.063467
AT3G19290,AT1G35720,0.063465
AT4G36730,AT2G29020,0.063461
AT1G49720,AT1G07420,0.06345
AT5G46760,AT3G19780,0.063448
AT2G18300,AT1G76570,0.063445
AT4G34000,AT1G04900,0.06341
AT4G29100,AT1G06780,0.063407
AT5G11260,AT1G15100,0.063405
AT4G17880,AT5G63700,0.063368
AT1G19490,AT3G27690,0.063364
AT4G34000,AT1G01720,0.063362
AT3G54620,AT5G14780,0.063357
AT4G16430,AT1G10430,0.063343
AT4G36540,AT5G02270,0.063343
AT5G11260,AT4G24960,0.063336
AT3G47640,AT1G75170,0.063333
AT1G43700,AT3G54740,0.063315
AT4G29930,AT4G25260,0.063302
AT3G57800,AT4G39730,0.063289
AT4G25400,AT4G25250,0.06324
AT1G68920,AT5G41110,0.063235
AT2G21230,AT5G50230,0.063234
AT5G24800,AT1G22070,0.063198
AT4G36730,AT5G60360,0.063187
AT4G17880,AT3G21670,0.063172
AT1G43700,AT4G01883,0.06315
AT3G56850,AT5G64220,0.06314
AT1G68920,AT1G67310,0.063132
AT2G31370,AT5G03140,0.063125
AT4G36540,AT3G21670,0.063122
AT3G23210,AT4G32295,0.063119
AT3G59060,AT3G63160,0.063107
AT1G45249,AT4G16490,0.063084
AT1G68920,AT3G19420,0.063084
AT2G31280,AT5G48385,0.063069
AT3G56850,AT5G16800,0.063063
AT4G34000,AT4G23170,0.063047
AT4G14410,AT5G60930,0.063035
AT2G31280,AT1G68920,0.063034
AT3G57800,AT4G36540,0.063018
AT2G18300,AT3G47640,0.063
AT4G36730,AT1G43700,0.062963
AT3G19290,AT2G42620,0.062911
AT3G58120,AT1G44350,0.062909
AT5G46760,AT3G59020,0.062905
AT2G24260,AT2G48010,0.062904
AT5G11260,AT3G54440,0.062902
AT4G17880,AT1G75170,0.062898
AT1G19490,AT1G24580,0.062894
AT5G54680,AT5G13850,0.062861
AT1G43700,AT3G51750,0.062861
AT1G01260,AT1G09530,0.062857
AT1G19490,AT3G21670,0.062854
AT3G59060,AT4G14660,0.06284
AT1G43700,AT1G77090,0.062835
AT1G49720,AT1G80480,0.062833
AT3G17100,AT3G18215,0.062819
AT4G36540,AT4G24960,0.062819
AT3G47640,AT2G22240,0.062811
AT2G21230,AT5G43100,0.062806
AT3G57800,AT2G46170,0.062799
AT3G17100,AT5G14620,0.062796
AT3G54620,AT4G01120,0.06277
AT2G46270,AT1G68620,0.06277
AT2G43060,AT1G27670,0.062768
AT3G56850,AT5G16505,0.062766
AT1G19490,AT4G24960,0.062702
AT4G38900,AT2G04865,0.062694
AT1G19490,AT5G13630,0.062692
AT1G22070,AT1G49720,0.062682
AT5G08130,AT4G23050,0.062679
AT5G28770,AT3G49570,0.062675
AT5G54680,AT3G21215,0.062674
AT4G17880,AT2G36630,0.062641
AT3G23210,AT5G02270,0.062605
AT3G10800,AT2G46500,0.062592
AT4G38900,AT3G53380,0.062583
AT1G43700,AT1G20510,0.062572
AT2G43010,AT5G07370,0.062567
AT3G19860,AT5G40910,0.062557
AT1G22070,AT4G35260,0.062552
AT5G15830,AT1G68110,0.062539
AT1G43700,AT3G23580,0.062536
AT3G56850,AT5G18200,0.062524
AT4G34000,AT1G62780,0.062515
AT3G23210,AT5G49230,0.062471
AT4G16430,AT3G48070,0.062465
AT5G11260,AT4G27657,0.062455
AT3G24140,AT1G62710,0.062453
AT2G46270,AT1G69010,0.06244
AT1G45249,AT3G21220,0.062428
AT4G38900,AT3G26910,0.062424
AT4G36930,AT1G07740,0.062408
AT1G45249,AT1G15100,0.062392
AT5G15830,AT3G01510,0.062389
AT5G46760,AT4G33530,0.062371
AT1G19490,AT5G24850,0.062357
AT1G06070,AT3G10800,0.062356
AT4G17880,AT1G45249,0.062325
AT1G43700,AT1G23310,0.062323
AT1G45249,AT3G62260,0.062321
AT1G06070,AT3G19840,0.062293
AT1G22070,AT2G25110,0.062292
AT4G29100,AT3G15430,0.062281
AT1G19490,AT2G47180,0.06228
AT5G61270,AT5G65840,0.062269
AT4G17880,AT4G27940,0.062265
AT1G19490,AT5G67140,0.06226
AT1G45249,AT5G19875,0.062253
AT5G46760,AT3G06010,0.062227
AT3G56850,AT5G08040,0.062199
AT1G49720,AT4G18520,0.06218
AT5G38860,AT3G45230,0.062177
AT1G22070,AT2G41070,0.062158
AT5G46760,AT1G20670,0.062153
AT1G19490,AT3G12320,0.062153
AT1G68920,AT5G02380,0.062145
AT3G10800,AT3G17810,0.062131
AT4G38900,AT3G23900,0.062127
AT1G06850,AT1G10610,0.062099
AT1G68920,AT1G03370,0.062079
AT3G19290,AT5G54680,0.06206
AT3G23210,AT5G53050,0.062042
AT4G36730,AT3G27230,0.062033
AT2G18300,AT4G32295,0.062019
AT3G10800,AT5G21990,0.061995
AT1G43700,AT4G39990,0.061964
AT1G45249,AT4G23490,0.061957
AT1G77920,AT1G68810,0.061911
AT1G45249,AT4G01280,0.061905
AT1G06070,AT3G11330,0.061895
AT1G68920,AT3G19780,0.061889
AT4G34000,AT3G06760,0.061866
AT3G23210,AT5G67140,0.061853
AT3G10800,AT3G05670,0.061793
AT3G06590,AT4G14500,0.06179
AT2G40950,AT4G30890,0.061789
AT1G06070,AT1G11960,0.061768
AT2G24260,AT1G55140,0.061767
AT2G21230,AT3G06670,0.06175
AT1G19490,AT1G09795,0.061741
AT5G49450,AT5G65840,0.061733
AT1G06850,AT2G14530,0.061713
AT1G68920,AT1G07670,0.061673
AT2G18300,AT1G78510,0.061652
AT1G06070,AT2G22010,0.061647
AT1G43700,AT2G42780,0.061636
AT5G46760,AT1G73120,0.061596
AT2G47270,AT5G04340,0.061592
AT4G14410,AT4G33540,0.061592
AT2G41070,AT1G55530,0.061585
AT5G61270,AT3G05030,0.061582
AT4G36540,AT5G19875,0.061569
AT3G23210,AT4G01070,0.061565
AT4G17880,AT1G80300,0.061551
AT3G06590,AT5G47110,0.061542
AT1G68920,AT3G07160,0.061541
AT2G40950,AT2G17870,0.061529
AT5G15830,AT1G20510,0.061508
AT3G17100,AT5G10030,0.061508
AT1G19490,AT4G24240,0.061486
AT3G54620,AT5G44720,0.061472
AT3G19860,AT3G42150,0.06147
AT4G17880,AT3G61750,0.061469
AT3G56850,AT4G32760,0.061458
AT5G10030,AT5G63970,0.061444
AT1G43700,AT1G10600,0.061427
AT3G07340,AT4G01860,0.061412
AT2G22850,AT5G17650,0.061399
AT3G17100,AT1G05890,0.061393
AT5G11260,AT4G11220,0.061382
AT4G36730,AT2G20610,0.061362
AT4G36730,AT1G23310,0.061355
AT2G46270,AT4G18520,0.061352
AT3G56850,AT4G03560,0.061349
AT5G61270,AT5G53050,0.061338
AT5G08130,AT3G10800,0.061314
AT4G01120,AT2G48010,0.061313
AT5G48560,AT5G38590,0.061295
AT1G22070,AT2G30390,0.061288
AT3G57800,AT3G55120,0.061284
AT4G17880,AT5G15450,0.061276
AT2G21230,AT1G69450,0.061249
AT3G56850,AT3G06670,0.061246
AT5G38860,AT5G43870,0.061244
AT1G06070,AT3G20720,0.061241
AT4G36730,AT5G03160,0.061239
AT3G17100,AT5G15830,0.061233
AT4G34000,AT4G18520,0.061212
AT5G46760,AT3G22380,0.061203
AT1G68920,AT4G21105,0.061192
AT1G68920,AT2G21230,0.061183
AT1G19490,AT2G37240,0.061164
AT5G57150,AT3G48350,0.061148
AT1G68920,AT2G04865,0.061115
AT3G56850,AT4G30310,0.061104
AT4G36730,AT1G70590,0.061102
AT5G46760,AT1G63720,0.061096
AT3G47640,AT5G01260,0.061085
AT1G19490,AT3G11670,0.061072
AT5G44080,AT2G40810,0.061063
AT4G36730,AT1G77290,0.061039
AT1G68920,AT2G27350,0.061039
AT1G19490,AT2G04039,0.061028
AT3G54620,AT5G54680,0.061017
AT5G54680,AT4G29430,0.061015
AT4G34000,AT4G14550,0.061008
AT4G37730,AT2G22850,0.061006
AT3G59060,AT3G22450,0.060989
AT1G43700,AT1G21920,0.060984
AT5G46760,AT1G05460,0.060983
AT3G06590,AT1G16560,0.060975
AT2G21230,AT5G40340,0.060966
AT3G17100,AT4G03030,0.060942
AT3G19860,AT4G16000,0.060941
AT2G46270,AT5G61820,0.060882
AT5G28770,AT2G23320,0.060881
AT5G46760,AT4G24200,0.06088
AT1G68920,AT2G22010,0.060855
AT2G24260,AT5G09440,0.060852
AT1G51140,AT1G64200,0.060841
AT4G17880,AT4G00050,0.060833
AT3G19290,AT5G44720,0.06083
AT1G27660,AT3G11590,0.060829
AT2G46270,AT1G69252,0.060827
AT3G17100,AT1G15740,0.060825
AT5G15830,AT2G46170,0.060823
AT4G38900,AT5G60410,0.060812
AT2G31280,AT2G47760,0.060811
AT1G06070,AT1G20110,0.060795
AT5G54680,AT3G19290,0.060791
AT1G22070,AT1G19570,0.060773
AT5G46760,AT3G52100,0.060767
AT4G30410,AT3G53110,0.060767
AT1G06070,AT1G53510,0.060766
AT3G17100,AT1G72820,0.060759
AT5G61270,AT5G50100,0.060749
AT3G19860,AT5G05980,0.060745
AT1G22070,AT1G48920,0.06074
AT4G17880,AT2G22240,0.060727
AT3G54620,AT5G63980,0.060726
AT4G17880,AT1G76570,0.060708
AT5G11260,AT5G24850,0.060675
AT2G18300,AT1G12370,0.06067
AT5G46760,AT2G22530,0.060629
AT5G61270,AT1G53670,0.060602
AT1G43700,AT5G59960,0.060576
AT3G56850,AT1G75080,0.060572
AT5G49450,AT3G03250,0.060572
AT4G01120,AT5G14780,0.060571
AT3G17100,AT4G17615,0.060571
AT4G36730,AT1G05890,0.06057
AT3G56850,AT2G21230,0.060566
AT1G43700,AT4G33890,0.060561
AT2G31280,AT2G22300,0.060556
AT1G68640,AT3G50060,0.060552
AT1G68920,AT3G04240,0.060551
AT3G19290,AT3G05210,0.060528
AT3G57800,AT4G36050,0.060528
AT1G10610,AT1G15180,0.060507
AT2G24260,AT3G54620,0.060507
AT3G10800,AT4G09550,0.060505
AT5G28770,AT2G45170,0.060493
AT5G54680,AT3G05210,0.060482
AT5G67110,AT5G15600,0.060473
AT1G12860,AT1G65150,0.060472
AT2G43060,AT5G51780,0.060468
AT3G58120,AT1G61790,0.060464
AT1G02340,AT3G15540,0.060457
AT4G36730,AT1G80420,0.060453
AT3G47640,AT2G42380,0.060438
AT3G23210,AT1G74310,0.060418
AT1G02340,AT2G43060,0.060415
AT3G47640,AT1G78510,0.060414
AT3G54620,AT5G56180,0.060404
AT1G06070,AT5G48610,0.060397
AT3G57800,AT4G36780,0.060379
AT1G27660,AT1G15215,0.060379
AT4G36730,AT1G59980,0.060378
AT5G38860,AT4G02050,0.060377
AT3G47640,AT1G03040,0.060375
AT5G38860,AT3G08640,0.060367
AT1G63650,AT2G15960,0.060362
AT5G49450,AT2G45170,0.060346
AT1G68920,AT1G30290,0.060346
AT3G23210,AT1G56170,0.060342
AT5G61270,AT4G33220,0.060341
AT3G56850,AT1G04635,0.060332
AT2G40950,AT1G04120,0.060329
AT5G10030,AT2G40620,0.06031
AT4G38900,AT1G02990,0.06031
AT1G22070,AT5G08570,0.060309
AT2G46270,AT2G20480,0.060306
AT3G17100,AT1G34630,0.060306
AT3G47640,AT4G16370,0.060292
AT2G31280,AT3G46920,0.060288
AT2G21230,AT2G47350,0.060276
AT5G46760,AT5G51780,0.060274
AT1G43700,AT4G32760,0.060269
AT4G01120,AT3G02140,0.060236
AT3G23210,AT3G18950,0.060203
AT1G09250,AT1G50450,0.060201
AT3G23210,AT5G03190,0.060201
AT2G40950,AT4G36960,0.060194
AT2G31280,AT1G62310,0.060185
AT3G26744,AT3G59210,0.060164
AT3G10800,AT2G16600,0.060151
AT1G45249,AT4G24960,0.060138
AT5G46760,AT4G38270,0.060132
AT2G46510,AT4G23910,0.060118
AT1G06070,AT4G33530,0.060097
AT5G46760,AT3G09570,0.060088
AT4G14410,AT5G37070,0.060087
AT1G49720,AT4G18240,0.060073
AT2G40620,AT2G40810,0.060056
AT4G17880,AT2G39450,0.060046
AT3G17100,AT2G02160,0.06004
AT1G68920,AT4G03560,0.06004
AT1G45249,AT2G36630,0.060037
AT3G19290,AT1G04635,0.060036
AT1G43700,AT1G52710,0.060035
AT1G10610,AT1G06110,0.06003
AT3G10800,AT1G67310,0.060027
AT2G24260,AT1G12810,0.060017
AT3G56850,AT5G44720,0.060016
AT4G17880,AT1G15100,0.060007
AT2G24260,AT4G04870,0.059998
AT2G21230,AT3G52850,0.059994
AT1G12860,AT3G26744,0.059989
AT1G22070,AT3G54960,0.059987
AT1G43700,AT3G54360,0.059985
AT1G43700,AT3G55830,0.059979
AT1G06070,AT4G24200,0.059974
AT5G11260,AT5G15950,0.059952
AT3G06590,AT3G18215,0.059937
AT2G40950,AT4G32920,0.059929
AT2G40950,AT4G16650,0.059923
AT4G02640,AT5G54680,0.059915
AT5G61270,AT5G16120,0.059914
AT2G24260,AT5G10740,0.05991
AT1G43700,AT2G43970,0.059907
AT4G38900,AT2G07360,0.059896
AT3G24140,AT1G22400,0.059894
AT4G34000,AT4G18700,0.059891
AT3G20640,AT3G08630,0.059878
AT1G68920,AT3G21215,0.059877
AT5G38860,AT1G72500,0.059865
AT2G18300,AT4G27940,0.05986
AT5G46760,AT5G16210,0.059859
AT1G45249,AT1G79520,0.059856
AT4G36540,AT1G78510,0.059852
AT2G31280,AT3G11910,0.05984
AT4G38900,AT1G68920,0.059833
AT3G10800,AT4G23050,0.059806
AT1G19490,AT1G75170,0.059796
AT5G46760,AT3G08670,0.059796
AT3G10800,AT2G31820,0.059792
AT2G40620,AT4G30310,0.05979
AT1G43700,AT1G63970,0.059772
AT3G56850,AT1G71080,0.059764
AT1G68920,AT5G62090,0.059762
AT1G06070,AT3G57570,0.059739
AT5G46760,AT1G11960,0.059729
AT1G22070,AT5G55960,0.059727
AT1G49720,AT4G26910,0.059714
AT2G18300,AT1G19700,0.059692
AT1G10610,AT5G65940,0.05969
AT4G17880,AT4G16490,0.05969
AT3G23210,AT1G75170,0.05969
AT1G45249,AT1G78510,0.059689
AT5G46760,AT1G79090,0.059689
AT5G46760,AT3G48560,0.05968
AT3G58120,AT5G10030,0.05968
AT1G68920,AT3G06010,0.059674
AT4G38900,AT2G01420,0.059643
AT4G36730,AT1G75180,0.059639
AT2G40620,AT3G04470,0.059633
AT1G45249,AT5G58760,0.059629
AT2G31370,AT5G16390,0.059624
AT5G49450,AT3G52105,0.059619
AT3G23210,AT1G12370,0.059616
AT4G14410,AT5G63500,0.059614
AT3G56850,AT1G69910,0.059598
AT2G46270,AT4G32520,0.059573
AT3G56850,AT5G50230,0.059549
AT1G19490,AT3G53800,0.059546
AT2G46270,AT2G31820,0.059544
AT3G47640,AT4G16490,0.059526
AT1G68920,AT3G46920,0.05952
AT1G45249,AT5G52510,0.059484
AT5G15830,AT4G30410,0.05947
AT1G45249,AT1G55265,0.059464
AT4G36730,AT5G18170,0.059455
AT3G17100,AT4G37480,0.059431
AT1G43700,AT1G28960,0.059382
AT4G17880,AT2G46790,0.059373
AT4G36540,AT5G11260,0.059358
AT1G06070,AT5G08110,0.059357
AT5G46760,AT2G47760,0.059352
AT1G06070,AT3G52100,0.059352
AT5G06960,AT3G22104,0.05935
AT1G68920,AT1G15750,0.05935
AT4G17880,AT5G19875,0.059336
AT2G46270,AT3G08720,0.059329
AT2G21230,AT2G23460,0.059325
AT5G49450,AT4G17720,0.059325
AT4G38900,AT5G04460,0.05932
AT3G51960,AT1G10090,0.059298
AT1G68920,AT1G05460,0.059298
AT2G24260,AT3G20250,0.059298
AT3G19860,AT2G14530,0.059297
AT3G10800,AT1G75080,0.059292
AT2G18300,AT4G16490,0.059291
AT1G49720,AT1G09850,0.059289
AT2G24260,AT2G37750,0.059281
AT1G63650,AT5G22320,0.059279
AT3G57800,AT3G17100,0.059276
AT1G19490,AT5G54300,0.059258
AT3G57800,AT5G19120,0.059252
AT1G68920,AT2G45880,0.059249
AT3G47640,AT2G36630,0.05924
AT3G19290,AT4G37460,0.059224
AT1G68920,AT2G39440,0.059218
AT5G61270,AT5G02950,0.059216
AT5G51780,AT3G20340,0.059213
AT4G14410,AT3G15950,0.059181
AT5G46760,AT2G14740,0.059181
AT3G23210,AT5G43850,0.059179
AT2G18300,AT2G36630,0.059173
AT3G47640,AT4G27940,0.059161
AT1G19490,AT1G19700,0.059156
AT3G24140,AT3G21600,0.059148
AT5G44080,AT3G07340,0.059141
AT2G31280,AT1G07810,0.059137
AT1G45249,AT1G18900,0.059135
AT1G43700,AT3G03150,0.059117
AT3G47640,AT5G58760,0.059111
AT2G31280,AT5G65920,0.0591
AT3G10800,AT5G11700,0.059084
AT3G10800,AT5G48385,0.059079
AT2G41070,AT3G62940,0.059076
AT1G43700,AT3G58640,0.059068
AT4G34000,AT1G06570,0.059063
AT5G46760,AT4G10940,0.059037
AT1G22070,AT5G24800,0.05903
AT3G47640,AT2G45680,0.059022
AT5G28770,AT5G40250,0.059012
AT1G43700,AT3G25110,0.059012
AT4G38900,AT2G47760,0.059008
AT2G31370,AT4G21060,0.059005
AT3G23210,AT2G46790,0.059005
AT3G23210,AT5G67370,0.058994
AT3G17100,AT1G27600,0.05899
AT5G44080,AT1G06850,0.058987
AT3G17100,AT5G21930,0.058979
AT1G19490,AT5G11260,0.058962
AT5G65210,AT4G33000,0.058961
AT4G17880,AT5G15950,0.058952
AT5G54680,AT4G39630,0.058945
AT4G17880,AT5G52570,0.058936
AT3G56850,AT5G42950,0.058921
AT5G28770,AT3G09690,0.0589
AT1G68880,AT2G48010,0.05889
AT3G23210,AT3G05500,0.05889
AT1G59640,AT2G45720,0.058877
AT1G43700,AT1G17470,0.058871
AT2G31280,AT2G18090,0.058861
AT4G34000,AT1G09795,0.058847
AT3G26744,AT3G54000,0.058842
AT5G54680,AT1G68880,0.058842
AT4G17880,AT4G27657,0.058839
AT2G41070,AT1G22070,0.058833
AT1G22070,AT2G22170,0.05882
AT1G68920,AT5G55670,0.058817
AT5G38860,AT2G20610,0.058815
AT1G68920,AT5G11700,0.058808
AT3G59060,AT5G08260,0.058797
AT1G49720,AT3G46970,0.058796
AT4G17880,AT5G58760,0.058778
AT1G06070,AT1G76380,0.058764
AT1G19490,AT1G74310,0.058757
AT4G38900,AT1G05460,0.058718
AT2G18300,AT5G19875,0.058714
AT4G34000,AT2G18790,0.058711
AT5G28770,AT1G68110,0.058706
AT2G31280,AT3G63070,0.058691
AT4G02640,AT2G01980,0.058689
AT4G34000,AT5G11060,0.058687
AT2G24260,AT2G17560,0.058687
AT5G46760,AT3G17740,0.058683
AT3G59060,AT3G12320,0.058667
AT2G43060,AT5G51790,0.058623
AT4G17880,AT3G47640,0.058604
AT4G38900,AT1G79280,0.058603
AT1G68920,AT2G41520,0.058595
AT5G65210,AT1G52618,0.058585
AT2G18300,AT3G18950,0.058574
AT1G19490,AT3G63160,0.058545
AT1G22070,AT5G17300,0.058543
AT2G31730,AT3G50070,0.058533
AT2G31280,AT5G60410,0.058512
AT5G11260,AT1G75170,0.058512
AT3G10800,AT1G60430,0.058508
AT3G19860,AT3G10220,0.058498
AT4G14410,AT1G09210,0.058497
AT3G54620,AT1G54100,0.058483
AT5G11260,AT4G25260,0.05848
AT4G17880,AT3G47080,0.05847
AT5G28770,AT2G37478,0.058457
AT1G13600,AT2G32020,0.058443
AT4G02640,AT1G68810,0.058432
AT1G18400,AT5G66080,0.058427
AT2G24260,AT4G27780,0.058423
AT2G18300,AT1G74310,0.058419
AT5G46760,AT4G35580,0.058406
AT1G43700,AT4G32160,0.058389
AT2G18300,AT3G47080,0.058387
AT4G29100,AT4G00570,0.058382
AT5G61270,AT1G22850,0.058382
AT3G10800,AT1G07080,0.05838
AT4G36730,AT5G16050,0.058364
AT5G46760,AT5G40340,0.058348
AT5G49450,AT5G56100,0.058341
AT1G19490,AT1G67360,0.05833
AT1G45249,AT1G75170,0.058329
AT4G17880,AT5G52420,0.058329
AT3G17100,AT5G02200,0.058318
AT1G09250,AT1G71500,0.058312
AT2G22850,AT1G66500,0.058309
AT3G19290,AT2G39460,0.058302
AT4G17880,AT1G52342,0.058291
AT4G38900,AT1G08592,0.058286
AT2G18300,AT4G24960,0.058277
AT3G54620,AT5G50230,0.058272
AT4G17880,AT1G17050,0.058268
AT1G19490,AT3G23210,0.058266
AT1G68920,AT1G62310,0.05826
AT2G24260,AT4G14900,0.058256
AT4G36540,AT1G15100,0.058251
AT1G71200,AT1G12250,0.058228
AT4G36730,AT3G52105,0.058226
AT5G48560,AT1G52618,0.058215
AT2G40620,AT5G03770,0.058215
AT4G34000,AT2G21300,0.058205
AT1G68920,AT3G59770,0.058179
AT1G06070,AT1G77260,0.058178
AT1G06070,AT4G33240,0.058175
AT4G38900,AT3G59020,0.058156
AT3G07340,AT1G05350,0.058145
AT1G43700,AT4G36050,0.058144
AT1G45249,AT2G46790,0.058143
AT4G36540,AT5G20190,0.058124
AT3G23210,AT3G11670,0.058123
AT3G06590,AT1G53170,0.058123
AT1G43700,AT4G36730,0.058114
AT4G00050,AT5G66460,0.0581
AT3G47640,AT5G19875,0.058094
AT3G56850,AT3G20550,0.058079
AT1G22070,AT5G41810,0.058074
AT2G21230,AT2G47760,0.058072
AT2G40950,AT1G79090,0.05807
AT5G11260,AT5G19875,0.058063
AT4G36730,AT3G10250,0.058054
AT3G59060,AT1G22370,0.058045
AT1G10610,AT5G16340,0.05803
AT4G36060,AT3G25770,0.058028
AT5G46760,AT4G10730,0.058026
AT1G19490,AT3G10420,0.058025
AT1G45249,AT4G33080,0.058024
AT1G45249,AT3G21670,0.058024
AT2G42380,AT3G15540,0.05802
AT3G23210,AT5G63380,0.058012
AT1G18400,AT2G42800,0.057964
AT3G10800,AT4G24200,0.057958
AT2G31370,AT2G46225,0.057949
AT4G36730,AT3G48530,0.057945
AT1G43700,AT1G72820,0.057937
AT5G48560,AT3G28220,0.057935
AT4G36730,AT1G66760,0.057933
AT5G49450,AT5G04590,0.057931
AT2G46270,AT2G45730,0.057924
AT1G32150,AT3G53720,0.057922
AT1G68920,AT4G25450,0.057908
AT2G24260,AT3G19580,0.057903
AT5G48560,AT5G61930,0.057897
AT1G68920,AT1G32120,0.057881
AT1G06070,AT5G58440,0.057871
AT3G19860,AT3G45230,0.057863
AT1G68920,AT2G14740,0.057858
AT1G02340,AT4G37895,0.057847
AT5G15830,AT5G40250,0.057845
AT3G23210,AT3G51240,0.057839
AT4G36540,AT4G27657,0.057823
AT1G45249,AT5G11260,0.057821
AT1G06070,AT4G38270,0.057803
AT5G15830,AT1G78895,0.057798
AT1G01260,AT3G61460,0.057794
AT1G45249,AT3G18950,0.057782
AT2G46270,AT1G62780,0.057774
AT3G06590,AT5G47090,0.057766
AT1G43700,AT2G46170,0.05775
AT2G18300,AT5G52570,0.057746
AT5G28770,AT4G39730,0.057742
AT1G06070,AT1G67792,0.057732
AT4G38900,AT1G19720,0.057729
AT5G61270,AT4G39800,0.057708
AT3G17100,AT5G19120,0.057705
AT2G18300,AT3G24840,0.057703
AT4G36730,AT3G49680,0.057693
AT5G08130,AT5G24980,0.057689
AT4G17880,AT4G01070,0.057687
AT1G06070,AT5G48385,0.057685
AT1G49720,AT4G36010,0.057682
AT3G56850,AT4G37480,0.057677
AT3G10800,AT2G07050,0.057671
AT1G09530,AT3G61460,0.057671
AT3G17100,AT5G28770,0.057664
AT3G23210,AT2G45680,0.057661
AT3G57800,AT5G28770,0.057651
AT2G31280,AT3G22380,0.057638
AT2G31730,AT2G39440,0.057638
AT4G36540,AT2G46790,0.057629
AT5G46760,AT1G06070,0.057628
AT4G00480,AT3G09480,0.057627
AT3G10800,AT5G24980,0.057623
AT5G28770,AT4G08230,0.057595
AT5G46760,AT5G07300,0.057589
AT1G68920,AT5G40650,0.057585
AT3G56850,AT1G17210,0.05757
AT3G62090,AT5G64430,0.057568
AT1G06070,AT1G10130,0.057565
AT2G46270,AT3G54500,0.057562
AT4G38900,AT4G10730,0.057554
AT4G38900,AT2G35630,0.057547
AT5G50915,AT3G18160,0.057533
AT2G40950,AT5G39570,0.057483
AT4G36540,AT5G24850,0.057474
AT5G08130,AT1G06070,0.057473
